GMID,Dataset,Facility Name,Address,數據集,設施名稱,地址,Students Gender,就讀學生性別,Session,學校授課時間,District,分區,Finance Type,資助種類,School Level,學校類型,Telephone,聯絡電話,Fax Number,傳真號碼,Website,網頁,Religion,宗教,SCHOOL NO.,學校編號,Northing,Easting,Latitude,Longitude,Last Update
"XaxqyUZk2z","Aided Primary Schools","ST. ROSE OF LIMA'S SCHOOL","4 EMBANKMENT ROAD KOWLOON","資助小學","聖羅撒學校","九龍基堤道４號","GIRLS","女","WHOLE DAY","全日","KOWLOON CITY","九龍城區","AIDED","資助","PRIMARY","小學","23382807","23382807","23363158","23363158","http://www.srols.edu.hk","http://www.srols.edu.hk","CATHOLICISM","天主教","514250000123","514250000123","820808.0","836081.0","22.3263","114.17506","2019-01-09 07:34:36"
"DDWvLMsPPB","Aided Primary Schools","SACRED HEART CANOSSIAN SCHOOL","26 CAINE ROAD HONG KONG","資助小學","嘉諾撒聖心學校","香港堅道２６號","GIRLS","女","WHOLE DAY","全日","CENTRAL AND WESTERN","中西區","AIDED","資助","PRIMARY","小學","25248679","25248679","28698154","28698154","http://www.shcs.edu.hk","http://www.shcs.edu.hk","CATHOLICISM","天主教","513687000123","513687000123","815707.0","833861.0","22.28023","114.15352","2019-01-09 07:34:36"
"k4viyAf8qG","Aided Primary Schools","S.K.H. KEI OI PRIMARY SCHOOL","15 KWONG LEE ROAD, LI CHENG UK, KOWLOON","資助小學","聖公會基愛小學","九龍廣利道１５號","CO-ED","男女","WHOLE DAY","全日","SHAM SHUI PO","深水埗區","AIDED","資助","PRIMARY","小學","23862463","23862463","23877613","23877613","http://www.keioi.edu.hk","http://www.keioi.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","513490000123","513490000123","822267.0","834609.0","22.33947","114.16077","2019-01-09 07:34:36"
"Mu0vf7lrQ8","Aided Primary Schools","PUI TAK CANOSSIAN PRIMARY SCHOOL","180 ABERDEEN MAIN ROAD HONG KONG","資助小學","嘉諾撒培德學校","香港香港仔大道１８０號","GIRLS","女","WHOLE DAY","全日","SOUTHERN","南區","AIDED","資助","PRIMARY","小學","25529529","25529529","25521603","25521603","http://www.ptcps.edu.hk","http://www.ptcps.edu.hk","CATHOLICISM","天主教","513385000123","513385000123","812270.0","834094.0","22.24919","114.15578","2019-01-09 07:34:36"
"1HmMQWfp81","Aided Primary Schools","MARYMOUNT PRIMARY SCHOOL","LG 1/F G/F 1/F 2/F 3/F & 4/F 336 TAI HANG ROAD WANCHAI HONG KONG","資助小學","瑪利曼小學","香港灣仔大坑道３３６號地庫１樓、地下、１樓、２樓、３樓及４樓","GIRLS","女","WHOLE DAY","全日","WAN CHAI","灣仔區","AIDED","資助","PRIMARY","小學","25728728","25728728","25724131","25724131","http://www.mps.edu.hk","http://www.mps.edu.hk","CATHOLICISM","天主教","512850000123","512850000123","813792.0","837677.0","22.26294","114.19054","2019-01-09 07:34:36"
"Co19dNAA48","Aided Primary Schools","THE CHURCH OF CHRIST IN CHINA TAI O PRIMARY SCHOOL","24-26 MARKET STREET TAI O LANTAU ISLAND NEW TERRITORIES","資助小學","中華基督教會大澳小學","新界大嶼山大澳街市街２４－２６號","CO-ED","男女","WHOLE DAY","全日","ISLANDS","離島區","AIDED","資助","PRIMARY","小學","29857515","29857515","29857907","29857907","http://www.ccctaiops.edu.hk","http://www.ccctaiops.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","514411000123","514411000123","812876.0","803778.0","22.25436","113.86167","2019-01-09 07:34:36"
"q6HvpL6BMi","Aided Primary Schools","ST. JOHN THE BAPTIST CATHOLIC PRIMARY SCHOOL","29 YEE ON STREET KWUN TONG KOWLOON","資助小學","聖若翰天主教小學","九龍觀塘宜安街２９號","CO-ED","男女","WHOLE DAY","全日","KWUN TONG","觀塘區","AIDED","資助","PRIMARY","小學","23890428","23890428","23574693","23574693","http://www.sjbcps.edu.hk","http://www.sjbcps.edu.hk","CATHOLICISM","天主教","514080000123","514080000123","819594.0","841017.0","22.31533","114.22297","2019-01-09 07:34:36"
"WMgxPpdoC4","Aided Primary Schools","S.K.H. KEI YAN PRIMARY SCHOOL","109 HOLLYWOOD ROAD HONG KONG","資助小學","聖公會基恩小學","香港荷李活道１０９號","CO-ED","男女","WHOLE DAY","全日","CENTRAL AND WESTERN","中西區","AIDED","資助","PRIMARY","小學","25240896","25240896","25217247","25217247","http://www.skhkyps.edu.hk","http://www.skhkyps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","513539000223","513539000223","816124.0","833679.0","22.284","114.15175","2019-01-09 07:34:36"
"prHtPVfCJI","Aided Primary Schools","THE CHURCH OF CHRIST IN CHINA KEI WA PRIMARY SCHOOL","3 WONG KUK AVENUE CHOI HUNG ESTATE WONG TAI SIN KOWLOON","資助小學","中華基督教會基華小學","九龍黃大仙黃菊路３號彩虹邨","CO-ED","男女","WHOLE DAY","全日","WONG TAI SIN","黃大仙區","AIDED","資助","PRIMARY","小學","23200683","23200683","23259035","23259035","http://www.keiwa.edu.hk","http://www.keiwa.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","512389000123","512389000123","821887.0","839332.0","22.33604","114.20662","2019-01-09 07:34:36"
"GEFSMoFGez","Aided Primary Schools","THE CHURCH OF CHRIST IN CHINA KEI TSZ PRIMARY SCHOOL","152 TSZ WAN SHAN ROAD KOWLOON","資助小學","中華基督教會基慈小學","九龍慈雲山道１５２號","CO-ED","男女","WHOLE DAY","全日","WONG TAI SIN","黃大仙區","AIDED","資助","PRIMARY","小學","23225122","23225122","23286489","23286489","http://www.keitsz.edu.hk","http://www.keitsz.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","512370000123","512370000123","823447.0","838298.0","22.35013","114.19658","2019-01-09 07:34:36"
"nrSasMwe8b","Aided Primary Schools","ST. PATRICK'S SCHOOL","12 FU MEI STREET EAST WANG TAU HOM KOWLOON","資助小學","聖博德學校","九龍橫頭磡富美東街１２號","CO-ED","男女","WHOLE DAY","全日","WONG TAI SIN","黃大仙區","AIDED","資助","PRIMARY","小學","23370133","23370133","23379549","23379549","http://www.sps.edu.hk","http://www.sps.edu.hk","CATHOLICISM","天主教","514160000123","514160000123","822145.0","837510.0","22.33837","114.18893","2019-01-09 07:34:36"
"LScSQysX3f","Aided Primary Schools","THE CHURCH OF CHRIST IN CHINA KEI FAAT PRIMARY SCHOOL","34 YUET WAH STREET KWUN TONG KOWLOON","資助小學","中華基督教會基法小學","觀塘月華街３４號","CO-ED","男女","WHOLE DAY","全日","KWUN TONG","觀塘區","AIDED","資助","PRIMARY","小學","23418088","23418088","23424326","23424326","http://www.kfp.edu.hk","http://www.kfp.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","512303000123","512303000123","819275.0","841485.0","22.31245","114.22751","2019-01-09 07:34:36"
"maC6GVP3aq","Aided Primary Schools","ST. ANTHONY'S SCHOOL","69A POKFULAM ROAD HONG KONG","資助小學","聖安多尼學校","香港薄扶林道６９號Ａ","CO-ED","男女","WHOLE DAY","全日","CENTRAL AND WESTERN","中西區","AIDED","資助","PRIMARY","小學","25466263","25466263","25405908","25405908","http://www.stanthonys.edu.hk","http://www.stanthonys.edu.hk","CATHOLICISM","天主教","513954000123","513954000123","816258.0","832193.0","22.28521","114.13733","2019-01-09 07:34:36"
"EsCpsDXSRB","Aided Primary Schools","CHO YIU CATHOLIC PRIMARY SCHOOL","NO 10 KING CHO ROAD CHO YIU CHUEN KWAI CHUNG NEW TERRITORIES","資助小學","祖堯天主教小學","新界葵涌祖堯邨敬祖路１０號","CO-ED","男女","WHOLE DAY","全日","KWAI TSING","葵青區","AIDED","資助","PRIMARY","小學","27423701","27423701","27423704","27423704","http://www.choyiu.edu.hk","http://www.choyiu.edu.hk","CATHOLICISM","天主教","511560000123","511560000123","822983.0","831366.0","22.34593","114.12929","2019-01-09 07:34:35"
"dsQExAVwzD","Aided Primary Schools","CHUN TOK SCHOOL","171 HAMMER HILL ROAD NKIL 3511 DIAMOND HILL, KOWLOON ( INCLUDING HALL BLOCK, GYMNASIUM BLOCK, PHASE 1 & 2 SECTION A & B, BROADING ROOM 1 &2/F)","資助小學","真鐸學校","九龍鑽石山斧山道１７１號","CO-ED","男女","WHOLE DAY","全日","WONG TAI SIN","黃大仙區","AIDED","資助","PRIMARY","小學","23265111","23265111","23517244","23517244","http://www.cts.edu.hk","http://www.cts.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","512125000123","512125000123","822353.0","839371.0","22.34025","114.207","2019-01-09 07:34:35"
"CbAs8yfxTG","Aided Primary Schools","CHI HONG PRIMARY SCHOOL","1 YUEN CHEONG LANE, SHATIN, NEW TERRITORIES","資助小學","慈航學校","新界沙田源昌里１號","CO-ED","男女","WHOLE DAY","全日","SHA TIN","沙田區","AIDED","資助","PRIMARY","小學","26486834","26486834","26364129","26364129","http://www.chihong.edu.hk","http://www.chihong.edu.hk","BUDDHISM","佛教","150720000123","150720000123","827000.0","838351.0","22.38222","114.1971","2019-01-09 07:34:35"
"gGzY9isFvg","Aided Primary Schools","S.K.H. WEI LUN PRIMARY SCHOOL","AREA 13 DISCOVERY BAY LANTAU ISLAND NT","資助小學","聖公會偉倫小學","新界大嶼山愉景灣第十三區","CO-ED","男女","WHOLE DAY","全日","ISLANDS","離島區","AIDED","資助","PRIMARY","小學","29878608","29878608","29871978","29871978","http://www.skhweilun.edu.hk","http://www.skhweilun.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","115819000123","115819000123","817946.0","819310.0","22.30037","114.0123","2019-01-09 07:34:35"
"yviHfkPRtJ","Aided Primary Schools","THE CHURCH OF CHRIST IN CHINA KEI WAN PRIMARY SCHOOL","63 SAI WAN HO STREET SHAU KEI WAN HONG KONG","資助小學","中華基督教會基灣小學","香港筲箕灣西灣河街６３號","CO-ED","男女","WHOLE DAY","全日","EASTERN","東區","AIDED","資助","PRIMARY","小學","25608007","25608007","28854050","28854050","http://www.keiwan.edu.hk","http://www.keiwan.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","510858000123","510858000123","815719.0","840982.0","22.28034","114.22262","2019-01-09 07:34:35"
"Nsu8R01obw","Aided Primary Schools","BAPTIST LUI MING CHOI PRIMARY SCHOOL","STANDARD PRIMARY SCHOOL A, 2 TAK WING STREET, SHATIN, NEW TERRITORIES","資助小學","浸信會呂明才小學","新界沙田得榮街２號","CO-ED","男女","WHOLE DAY","全日","SHA TIN","沙田區","AIDED","資助","PRIMARY","小學","26483132","26483132","26480533","26480533","http://www.baptist-lmc-primary.edu.hk","http://www.baptist-lmc-primary.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","510734000123","510734000123","827630.0","838886.0","22.3879","114.2023","2019-01-09 07:34:35"
"cnu60VLYRz","Aided Primary Schools","CHIU SHEUNG SCHOOL, HONG KONG","79B POKFULAM ROAD, HONG KONG","資助小學","香港潮商學校","香港薄扶林道７９號Ｂ","CO-ED","男女","WHOLE DAY","全日","CENTRAL AND WESTERN","中西區","AIDED","資助","PRIMARY","小學","25461644","25461644","25172483","25172483","http://www.csshk.edu.hk","http://www.csshk.edu.hk","NOT APPLICABLE","不適用","511552000123","511552000123","816091.0","832052.0","22.2837","114.13596","2019-01-09 07:34:35"
"OA7Gu7ZiiL","Aided Primary Schools","QUEEN ELIZABETH SCHOOL OLD STUDENTS' ASSOCIATION PRIMARY SCHOOL","ESTATE PRIMARY SCHOOL TIN YIU ESTATE PHASE I TIN SHUI WAI NEW TERRITORIES","資助小學","伊利沙伯中學舊生會小學","新界天水圍天耀邨第一期屋邨小學","CO-ED","男女","WHOLE DAY","全日","YUEN LONG","元朗區","AIDED","資助","PRIMARY","小學","24480883","24480883","24480997","24480997","http://www.qesosaps.edu.hk","http://www.qesosaps.edu.hk","NOT APPLICABLE","不適用","115720000123","115720000123","834396.0","818518.0","22.44891","114.00443","2019-01-09 07:34:35"
"6JYV87Qt6X","Aided Primary Schools","BUI O PUBLIC SCHOOL","DD 316 LOT 2724 (PT) 2 LO UK VILLAGE PUI O LANTAU ISLAND NEW TERRITORIES","資助小學","杯澳公立學校","新界大嶼山貝澳羅屋村２號第３１６約第２７２４號地段（部份）（儲物室包括在內）","CO-ED","男女","WHOLE DAY","全日","ISLANDS","離島區","AIDED","資助","PRIMARY","小學","29841189","29841189","29842445","29842445","http://www.buiosch.edu.hk","http://www.buiosch.edu.hk","NOT APPLICABLE","不適用","511315000123","511315000123","811599.0","815581.0","22.24301","113.9762","2019-01-09 07:34:35"
"I5NraNf8dz","Aided Primary Schools","PO LEUNG KUK GOLD & SILVER EXCHANGE SOCIETY PERSHING TSANG SCHOOL","2 & 12 LINK ROAD CAUSEWAY BAY HONG KONG","資助小學","保良局金銀業貿易場張凝文學校","香港銅鑼灣連道２及１２號","CO-ED","男女","WHOLE DAY","全日","WAN CHAI","灣仔區","AIDED","資助","PRIMARY","小學","28908131","28908131","28824516","28824516","http://www.plkgspts.edu.hk","http://www.plkgspts.edu.hk","NOT APPLICABLE","不適用","510190000123","510190000123","815154.0","837120.0","22.27524","114.18514","2019-01-09 07:34:35"
"BSS0MOqazX","Aided Primary Schools","S.K.H. ST. CLEMENT'S PRIMARY SCHOOL","5 FORTUNE STREET, CHEUNG SHA WAN, KOWLOON","資助小學","聖公會聖紀文小學","九龍長沙灣幸福街五號","CO-ED","男女","WHOLE DAY","全日","SHAM SHUI PO","深水埗區","AIDED","資助","PRIMARY","小學","23615663","23615663","23605166","23605166","http://www.skhscps.edu.hk","http://www.skhscps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","510963000123","510963000123","821753.0","833878.0","22.33483","114.15367","2019-01-09 07:34:35"
"5GfDhg3eyB","Aided Primary Schools","THE CHURCH OF CHRIST IN CHINA KEI CHUN PRIMARY SCHOOL","11 WA LAI PATH KWAI CHUNG NEW TERRITORIES","資助小學","中華基督教會基真小學","新界葵涌華荔徑１１號","CO-ED","男女","WHOLE DAY","全日","KWAI TSING","葵青區","AIDED","資助","PRIMARY","小學","27419907","27419907","27853732","27853732","http://www.keichun.edu.hk","http://www.keichun.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","512290000223","512290000223","822587.0","832134.0","22.34236","114.13674","2019-01-09 07:34:35"
"VMyToHizwo","Aided Primary Schools","TUNG WAH GROUP OF HOSPITALS LI CHI HO PRIMARY SCHOOL","280 QUEENS ROAD EAST WAN CHAI HONG KONG","資助小學","東華三院李賜豪小學","香港皇后大道東２８０號","CO-ED","男女","WHOLE DAY","全日","WAN CHAI","灣仔區","AIDED","資助","PRIMARY","小學","25750470","25750470","28348141","28348141","http://www.twghlchps.edu.hk","http://www.twghlchps.edu.hk","NOT APPLICABLE","不適用","510335000123","510335000123","815181.0","836286.0","22.27548","114.17705","2019-01-09 07:34:35"
"CUKWhPrrbC","Aided Primary Schools","PO LEUNG KUK TIN KA PING PRIMARY SCHOOL","AREA 6 WAN TAU TONG ESTATE TAI PO NEW TERRITORIES","資助小學","保良局田家炳小學","新界大埔第六區運頭塘邨","CO-ED","男女","WHOLE DAY","全日","TAI PO","大埔區","AIDED","資助","PRIMARY","小學","26521222","26521222","26518832","26518832","http://www.plktkp.edu.hk","http://www.plktkp.edu.hk","NOT APPLICABLE","不適用","115665000123","115665000123","833561.0","835247.0","22.44147","114.16696","2019-01-09 07:34:35"
"S4LT4yIZp4","Aided Primary Schools","TUNG WAH GROUP OF HOSPITALS HOK SHAN SCHOOL","5 WAH LAM PATH WAH FU ESTATE POKFULAM HONG KONG","資助小學","東華三院鶴山學校","香港薄扶林華富邨華林徑５號","CO-ED","男女","WHOLE DAY","全日","SOUTHERN","南區","AIDED","資助","PRIMARY","小學","25511142","25511142","25517151","25517151","http://www.hokshan.edu.hk","http://www.hokshan.edu.hk","NOT APPLICABLE","不適用","512036000123","512036000123","812653.0","832267.0","22.25265","114.13806","2019-01-09 07:34:35"
"pjIX32x3z9","Aided Primary Schools","FIVE DISTRICTS BUSINESS WELFARE ASSOCIATION CHOW CHIN YAU SCHOOL","SIU SHAN COURT, BUTTERFLY ESTATE, TUEN MUN, NEW TERRITORIES","資助小學","五邑鄒振猷學校","新界屯門蝴蝶邨兆山苑","CO-ED","男女","WHOLE DAY","全日","TUEN MUN","屯門區","AIDED","資助","PRIMARY","小學","24671882","24671882","24642977","24642977","http://www.fdccys.edu.hk","http://www.fdccys.edu.hk","NOT APPLICABLE","不適用","114944000123","114944000123","826539.0","814227.0","22.37791","113.96286","2019-01-09 07:34:34"
"RTJHOfa1Ai","Aided Primary Schools","THE ASSOCIATION OF THE DIRECTORS AND FORMER DIRECTORS OF POK OI HOSPITAL LTD. LEUNG SING TAK SCHOOL","ESTATE PRIMARY SCHOOL LONG PING ESTATE PHASE III YUEN LONG NT","資助小學","博愛醫院歷屆總理聯誼會梁省德學校","新界元朗朗屏邨第三期屋邨小學","CO-ED","男女","WHOLE DAY","全日","YUEN LONG","元朗區","AIDED","資助","PRIMARY","小學","24745566","24745566","24746487","24746487","http://www.yuenlonglsts.edu.hk","http://www.yuenlonglsts.edu.hk","NOT APPLICABLE","不適用","115347000123","115347000123","834399.0","820612.0","22.44896","114.02478","2019-01-09 07:34:34"
"71EqUcxENG","Aided Primary Schools","PO LEUNG KUK CHEE JING YIN PRIMARY SCHOOL","ESTATE PRIMARY SCHOOL NO.2, POK HONG ESTATE PHASE II, SHATIN, NEW TERRITORIES","資助小學","保良局朱正賢小學","新界沙田博康邨二期屋邨第２小學","CO-ED","男女","WHOLE DAY","全日","SHA TIN","沙田區","AIDED","資助","PRIMARY","小學","26469181","26469181","26472056","26472056","http://www.plkcjy.edu.hk","http://www.plkcjy.edu.hk","NOT APPLICABLE","不適用","115118000123","115118000123","826322.0","838235.0","22.37609","114.19597","2019-01-09 07:34:34"
"E6IuuKUegQ","Aided Primary Schools","GENERAL CHAMBER OF COMMERCE & INDUSTRY OF THE TUNG KUN DISTRICT CHEONG WONG WAI PRIMARY SCHOOL","ESTATE PRIMARY SCHOOL, SUN CHUI ESTATE PHASE III, SHATIN, NEW TERRITORIES","資助小學","東莞工商總會張煌偉小學","新界沙田新翠邨第三期","CO-ED","男女","WHOLE DAY","全日","SHA TIN","沙田區","AIDED","資助","PRIMARY","小學","26992566","26992566","26020490","26020490","http://www.cwwps.edu.hk","http://www.cwwps.edu.hk","NOT APPLICABLE","不適用","115070000123","115070000123","825833.0","836607.0","22.37168","114.18017","2019-01-09 07:34:34"
"44aVp3TuvI","Aided Primary Schools","KOWLOON CITY BAPTIST CHURCH HAY NIEN (YAN PING) PRIMARY SCHOOL","SUN CHUI ESTATE SHATIN NT","資助小學","九龍城浸信會禧年（恩平）小學","新界沙田新翠邨","CO-ED","男女","WHOLE DAY","全日","SHA TIN","沙田區","AIDED","資助","PRIMARY","小學","26053811","26053811","26949781","26949781","http://www.hnyp.edu.hk","http://www.hnyp.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","114987000123","114987000123","825520.0","836804.0","22.36885","114.18208","2019-01-09 07:34:34"
"VFSy3pXNEk","Aided Primary Schools","THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG MA ON SHAN LUTHERAN PRIMARY SCHOOL","ESTATE PRIMARY SCHOOL NO 2, HENG ON ESTATE, MA ON SHAN, AREA 86, SHATIN, NEW TERRITORIES","資助小學","基督教香港信義會馬鞍山信義學校","新界沙田馬鞍山恆安邨","CO-ED","男女","WHOLE DAY","全日","SHA TIN","沙田區","AIDED","資助","PRIMARY","小學","26429118","26429118","26433927","26433927","http://www.mluthps.edu.hk","http://www.mluthps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","115185000123","115185000123","830655.0","841567.0","22.41521","114.22834","2019-01-09 07:34:34"
"ywsW18rjad","Aided Primary Schools","THE SALVATION ARMY TIN KA PING SCHOOL","POK HONG ESTATE, SHATIN, NEW TERRITORIES","資助小學","救世軍田家炳學校","新界沙田博康邨","CO-ED","男女","WHOLE DAY","全日","SHA TIN","沙田區","AIDED","資助","PRIMARY","小學","26489283","26489283","26494305","26494305","http://www.satkp.edu.hk","http://www.satkp.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","114871000123","114871000123","826220.0","837868.0","22.37517","114.19241","2019-01-09 07:34:34"
"t4KSkbGsKl","Aided Primary Schools","MA ON SHAN ST. JOSEPH'S PRIMARY SCHOOL","HENG ON ESTATE, MA ON SHAN, SHATIN, NEW TERRITORIES","資助小學","馬鞍山聖若瑟小學","新界沙田馬鞍山恆安邨","CO-ED","男女","WHOLE DAY","全日","SHA TIN","沙田區","AIDED","資助","PRIMARY","小學","26429186","26429186","26433929","26433929","http://www.mossjps.edu.hk","http://www.mossjps.edu.hk","CATHOLICISM","天主教","115240000123","115240000123","830856.0","841798.0","22.41703","114.23059","2019-01-09 07:34:34"
"bzzL8EbQq9","Aided Primary Schools","DR. CATHERINE F. WOO MEMORIAL SCHOOL","8 TAK PO STREET CITY ONE SHATIN NEW TERRITORIES","資助小學","胡素貞博士紀念學校","新界沙田第一城得寶街８號","CO-ED","男女","WHOLE DAY","全日","SHA TIN","沙田區","AIDED","資助","PRIMARY","小學","26468902","26468902","26494296","26494296","http://www.dcfwms.edu.hk","http://www.dcfwms.edu.hk","NOT APPLICABLE","不適用","115134000123","115134000123","827281.0","839022.0","22.38475","114.20362","2019-01-09 07:34:34"
"kdKVwnlNWU","Aided Primary Schools","TUNG WAH GROUP OF HOSPITALS SIN CHU WAN PRIMARY SCHOOL","ANNEX BLOCK 38 CHIK FUK STREET TAI WAI SHATIN NEW TERRITORIES","資助小學","東華三院冼次雲小學","新界沙田大圍積福街３８號","CO-ED","男女","WHOLE DAY","全日","SHA TIN","沙田區","AIDED","資助","PRIMARY","小學","26949272","26949272","26027661","26027661","http://www.scwps.edu.hk","http://www.scwps.edu.hk","NOT APPLICABLE","不適用","115193000123","115193000123","826254.0","836551.0","22.37548","114.17962","2019-01-09 07:34:34"
"bg4IdAJzzD","Aided Primary Schools","NG CLAN'S ASSOCIATION TAI PAK MEMORIAL SCHOOL","KAM YING COURT MA ON SHAN SHATIN NT","資助小學","吳氏宗親總會泰伯紀念學校","新界沙田馬鞍山錦英苑","CO-ED","男女","WHOLE DAY","全日","SHA TIN","沙田區","AIDED","資助","PRIMARY","小學","26404033","26404033","26400972","26400972","http://www.taipak.edu.hk","http://www.taipak.edu.hk","NOT APPLICABLE","不適用","115649000123","115649000123","831326.0","842246.0","22.42127","114.23494","2019-01-09 07:34:34"
"xdphdGVae4","Aided Primary Schools","WAI CHOW PUBLIC SCHOOL (SHEUNG SHUI)","51 TIN PING ROAD, SHEUNG SHUI, NEW TERRITORIES","資助小學","上水惠州公立學校","新界上水天平路５１號","CO-ED","男女","WHOLE DAY","全日","NORTH","北區","AIDED","資助","PRIMARY","小學","26731183","26731183","26685875","26685875","http://www.waichow.edu.hk","http://www.waichow.edu.hk","NOT APPLICABLE","不適用","114979000223","114979000223","840423.0","831959.0","22.50343","114.135","2019-01-09 07:34:34"
"4vL2JXoH6M","Aided Primary Schools","PO LEUNG KUK CHAN YAT PRIMARY SCHOOL","ESTATE PRIMARY SCHOOL NO 2 CHEUNG HONG ESTATE TSING YI NEW TERRITORIES","資助小學","保良局陳溢小學","新界青衣長康邨第二小學","CO-ED","男女","WHOLE DAY","全日","KWAI TSING","葵青區","AIDED","資助","PRIMARY","小學","24976073","24976073","24354695","24354695","http://www.plkcy.edu.hk","http://www.plkcy.edu.hk","NOT APPLICABLE","不適用","115010000123","115010000123","823497.0","828214.0","22.35056","114.09869","2019-01-09 07:34:34"
"Vxre29OCCG","Aided Primary Schools","YAN CHAI HOSPITAL CHIU TSANG HOK WAN PRIMARY SCHOOL","ESTATE PRIMARY SCHOOL TSING YI ESTATE PHASE II TSING YI NEW TERRITORIES","資助小學","仁濟醫院趙曾學韞小學","新界青衣青衣邨第二期屋邨小學","CO-ED","男女","WHOLE DAY","全日","KWAI TSING","葵青區","AIDED","資助","PRIMARY","小學","24331788","24331788","24357023","24357023","http://www.ychcthwps.edu.hk","http://www.ychcthwps.edu.hk","NOT APPLICABLE","不適用","115487000123","115487000123","824192.0","828630.0","22.35684","114.10272","2019-01-09 07:34:34"
"tkuwvX7Dgk","Aided Primary Schools","KWAI-MING WU MEMORIAL SCHOOL OF THE PRECIOUS BLOOD","LUK YEUNG SUN CHUEN 22-66 WAI TSUEN ROAD TSUEN WAN NEW TERRITORIES","資助小學","寶血會伍季明紀念學校","新界荃灣蕙荃路２２－６６號綠楊新邨","CO-ED","男女","WHOLE DAY","全日","TSUEN WAN","荃灣區","AIDED","資助","PRIMARY","小學","24989119","24989119","24153326","24153326","http://www.kmw.edu.hk","http://www.kmw.edu.hk","CATHOLICISM","天主教","114863000123","114863000123","826123.0","830313.0","22.37429","114.11905","2019-01-09 07:34:34"
"FoSiWS3SM2","Aided Primary Schools","LUNG KONG WORLD FEDERATION SCHOOL LIMITED LAU TAK YUNG MEMORIAL PRIMARY SCHOOL","STANDARD PRIMARY SCHOOL 263 WU CHUI ROAD TUEN MUN NEW TERRITORIES","資助小學","世界龍岡學校劉德容紀念小學","新界屯門湖翠路２６３號標準小學","CO-ED","男女","WHOLE DAY","全日","TUEN MUN","屯門區","AIDED","資助","PRIMARY","小學","24045333","24045333","26183123","26183123","http://www.ltyschool.edu.hk","http://www.ltyschool.edu.hk","NOT APPLICABLE","不適用","115177000123","115177000123","825996.0","814811.0","22.37302","113.96853","2019-01-09 07:34:34"
"s6rPcMwzu0","Aided Primary Schools","LUTHERAN TSANG SHING SIU LEUN SCHOOL","ESTATE PRIMARY SCHOOL NO 5 PHASE III BUTTERFLY ESTATE AREA 28 TUEN MUN NEW TERRITORIES","資助小學","香港路德會增城兆霖學校","新界屯門第２８區蝴蝶邨第３期屋邨小學第五校舍","CO-ED","男女","WHOLE DAY","全日","TUEN MUN","屯門區","AIDED","資助","PRIMARY","小學","24665885","24665885","24643082","24643082","http://www.siuleunsch.edu.hk","http://www.siuleunsch.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","114960000123","114960000123","826271.0","814082.0","22.37549","113.96145","2019-01-09 07:34:34"
"82im80lkHR","Aided Primary Schools","HONG KONG TAOIST ASSOCIATION THE YUEN YUEN INSTITUTE SHEK WAI KOK PRIMARY SCHOOL","ESTATE PRIMARY SCHOOL NO 2 AND ANNEX BUILDING SHEK WAI KOK ESTATE TSUEN WAN NEW TERRITORIES","資助小學","香港道教聯合會圓玄學院石圍角小學","新界荃灣石圍角邨第二小學","CO-ED","男女","WHOLE DAY","全日","TSUEN WAN","荃灣區","AIDED","資助","PRIMARY","小學","24165447","24165447","24920024","24920024","http://www.swk.edu.hk","http://www.swk.edu.hk","TAOISM","道教","114774000123","114774000123","826159.0","830637.0","22.37461","114.1222","2019-01-09 07:34:33"
"9sMkhxHIrd","Aided Primary Schools","ALLIANCE PRIMARY SCHOOL, SHEUNG SHUI","2 WO MUK ROAD AREA 18 FANLING NEW TERRITORIES","資助小學","上水宣道小學","新界粉嶺第１８區和睦路２號","CO-ED","男女","WHOLE DAY","全日","NORTH","北區","AIDED","資助","PRIMARY","小學","26702257","26702257","26685357","26685357","http://www.apsss.edu.hk","http://www.apsss.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","113409000223","113409000223","840149.0","832749.0","22.50095","114.14267","2019-01-09 07:34:33"
