GMID,Dataset,Facility Name,Address,數據集,設施名稱,地址,Students Gender,就讀學生性別,Session,學校授課時間,District,分區,Finance Type,資助種類,School Level,學校類型,Telephone,聯絡電話,Fax Number,傳真號碼,Website,網頁,Religion,宗教,SCHOOL NO.,學校編號,Northing,Easting,Latitude,Longitude,Last Update
"CzNLppg2D3","Aided Primary Schools","CHRISTIAN & MISSIONARY ALLIANCE SUN KEI PRIMARY SCHOOL (PING SHEK)","ESTATE SCHOOL NO.2 PING SHEK ESTATE 12 CLEAR WATER BAY ROAD KOWLOON","資助小學","基督教宣道會宣基小學(坪石)","九龍清水灣道12號坪石邨屋邨小學第二校舍","CO-ED","男女","WHOLE DAY","全日","KWUN TONG","觀塘區","AIDED","資助","PRIMARY","小學","23423322","23423322","23423396","23423396","http://www.sk2.edu.hk","http://www.sk2.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","600881000123","600881000123","821663.0","839779.0","22.33402","114.21096","2019-10-29 04:16:04"
"O1rb0E33pR","Aided Primary Schools","TWGHS SHUI CHUEN O PRIMARY SCHOOL","ESTATE PRIMARY SCHOOL NO.1, MEI LAM ESTATE, SHATIN, NEW TERRITORIES","資助小學","東華三院水泉澳小學","新界沙田美林邨屋邨小學第1校舍","CO-ED","男女","WHOLE DAY","全日","SHA TIN","沙田區","AIDED","資助","PRIMARY","小學","29593606","29593606","29593615","29593615","http://www.twghscops.edu.hk","http://www.twghscops.edu.hk","NOT APPLICABLE","不適用","610160000123","610160000123","826586.0","836362.0","22.37848","114.17779","2019-10-29 04:16:04"
"fT1NiwOADO","Aided Primary Schools","NEW TERRITORIES WOMEN & JUVENILES WELFARE ASSOCIATION CHRISTIAN REMEMBRANCE OF GRACE PRIMARY SCHOOL","ESTATE PRIMARY SCHOOL NO. 1, TAI YUEN ESTATE, TAI PO, NEW TERRITORIES","資助小學","新界婦孺福利會基督教銘恩小學","新界大埔大元邨屋邨第一小學","CO-ED","男女","WHOLE DAY","全日","TAI PO","大埔區","AIDED","資助","PRIMARY","小學","26686112","26686112","26686512","26686512","http://taipocrgps.edu.hk","http://taipocrgps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","610224000123","610224000123","835097.0","835705.0","22.45534","114.1714","2019-10-29 04:16:04"
"9kqsGi848C","Aided Primary Schools","THE CHURCH OF CHRIST IN CHINA FONG YUN WAH PRIMARY SCHOOL","ESTATE PRIMARY SCHOOL TIN YIU ESTATE PHASE II TIN SHUI WAI NEW TERRITORIES","資助小學","中華基督教會方潤華小學","新界天水圍天耀邨第二期屋邨小學校舍","CO-ED","男女","WHOLE DAY","全日","YUEN LONG","元朗區","AIDED","資助","PRIMARY","小學","22519751","22519751","22519759","22519759","http://www.cccfyw.edu.hk","http://www.cccfyw.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","602558000123","602558000123","834888.0","818605.0","22.45336","114.00527","2019-10-29 04:16:04"
"tnPAmFchvQ","Aided Primary Schools","THE MISSION COVENANT CHURCH HOLM GLAD NO.2 PRIMARY SCHOOL","ESTATE PRIMARY SCHOOL NO.1 SHUN ON ESTATE KWUN TONG KOWLOON","資助小學","基督教聖約教會堅樂第二小學","九龍觀塘順安邨屋邨小學第一校舍","CO-ED","男女","WHOLE DAY","全日","KWUN TONG","觀塘區","AIDED","資助","PRIMARY","小學","28733122","28733122","28733168","28733168","https://hg2ps.edu.hk","https://hg2ps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","600873000123","600873000123","820953.0","841273.0","22.3276","114.22546","2019-10-29 04:16:04"
"IQh2VYwF9J","Aided Primary Schools","SHEK LEI ST. JOHN'S CATHOLIC PRIMARY SCHOOL","99 TAI PAK TIN STREET, KWAI CHUNG, NEW TERRITORIES","資助小學","石籬聖若望天主教小學","新界葵涌大白田街９９號","CO-ED","男女","WHOLE DAY","全日","KWAI TSING","葵青區","AIDED","資助","PRIMARY","小學","35950036","35950036","35950163","35950163","http://www.slsj.edu.hk","http://www.slsj.edu.hk","CATHOLICISM","天主教","575720000123","575720000123","825563.0","832527.0","22.36924","114.14055","2019-10-29 04:16:03"
"HloHvxGlAi","Aided Primary Schools","TUNG WAH GROUP OF HOSPITALS MA KAM CHAN MEMORIAL PRIMARY SCHOOL","2 CHING SHING ROAD, SHEUNG SHUI, NEW TERRITORIES","資助小學","東華三院馬錦燦紀念小學","新界上水清城路２號","CO-ED","男女","WHOLE DAY","全日","NORTH","北區","AIDED","資助","PRIMARY","小學","26711071","26711071","26711079","26711079","http://www.twghmkc.edu.hk","http://www.twghmkc.edu.hk","NOT APPLICABLE","不適用","578320000223","578320000223","839413.0","830831.0","22.4943","114.12404","2019-10-29 04:16:03"
"mrwZ2WzN7t","Aided Primary Schools","PO LEUNG KUK WOMEN'S WELFARE CLUB WESTERN DISTRICT FUNG LEE PUI YIU PRIMARY SCHOOL","11 KWUN TSING ROAD SO KWUN WAT TUEN MUN NEW TERRITORIES","資助小學","保良局西區婦女福利會馮李佩瑤小學","新界屯門掃管笏管青路１１號","CO-ED","男女","WHOLE DAY","全日","TUEN MUN","屯門區","AIDED","資助","PRIMARY","小學","24112208","24112208","24112207","24112207","http://plkflpy.edu.hk","http://plkflpy.edu.hk","NOT APPLICABLE","不適用","584118000123","584118000123","826096.0","817569.0","22.37395","113.99531","2019-10-29 04:16:03"
"wqkB1MJY3d","Aided Primary Schools","S.K.H. YUEN CHEN MAUN CHEN JUBILEE PRIMARY SCHOOL","ESTATE PRIMARY SCHOOL AREA 8 FU HENG ESTATE PHASE IV TAI PO NEW TERRITORIES","資助小學","聖公會阮鄭夢芹銀禧小學","新界大埔富亨邨第四期第八區屋邨小學","CO-ED","男女","WHOLE DAY","全日","TAI PO","大埔區","AIDED","資助","PRIMARY","小學","26660606","26660606","26678051","26678051","http://www.skhycmcj.edu.hk","http://www.skhycmcj.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","575844000123","575844000123","835553.0","835803.0","22.45945","114.17236","2019-10-29 04:16:03"
"NhI6efRMOn","Aided Primary Schools","SHUN TAK FRATERNAL ASSOCIATION LEE KAM PRIMARY SCHOOL","23 SO KWUN WAT ROAD TUEN MUN NEW TERRITORIES","資助小學","順德聯誼總會李金小學","新界屯門掃管笏路２３號","CO-ED","男女","WHOLE DAY","全日","TUEN MUN","屯門區","AIDED","資助","PRIMARY","小學","24411222","24411222","24411282","24411282","http://www.leekamps.edu.hk","http://www.leekamps.edu.hk","NOT APPLICABLE","不適用","584126000123","584126000123","826124.0","817641.0","22.3742","113.99601","2019-10-29 04:16:03"
"MsqKxKLVRE","Aided Primary Schools","THE CHURCH OF CHRIST IN CHINA HEEP WOH PRIMARY SCHOOL (CHEUNG SHA WAN)","18 TONKIN STREET SHAM SHUI PO KOWLOON","資助小學","中華基督教會協和小學（長沙灣）","九龍深水埗東京街１８號","CO-ED","男女","WHOLE DAY","全日","SHAM SHUI PO","深水埗區","AIDED","資助","PRIMARY","小學","21119099","21119099","21119826","21119826","http://www.heepwohcsw.edu.hk","http://www.heepwohcsw.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","579513000123","579513000123","821729.0","834320.0","22.33462","114.15797","2019-10-29 04:16:03"
"pRtKiEd3qq","Aided Primary Schools","TUNG WAH GROUP OF HOSPITALS MA KAM CHAN MEMORIAL PRIMARY SCHOOL","CHOI YUEN ESTATE, SHEUNG SHUI, NEW TERRITORIES","資助小學","東華三院馬錦燦紀念小學","新界上水彩園邨","CO-ED","男女","WHOLE DAY","全日","NORTH","北區","AIDED","資助","PRIMARY","小學","26711071","26711071","26711079","26711079","http://www.twghmkc.edu.hk","http://www.twghmkc.edu.hk","NOT APPLICABLE","不適用","578320000123","578320000123","839914.0","831447.0","22.49883","114.13002","2019-10-29 04:16:03"
"aBvJfUlngD","Aided Primary Schools","CHINESE METHODIST SCHOOL, TANNER HILL","4 PAK FUK ROAD, NORTH POINT, HONG KONG","資助小學","丹拿山循道學校","香港北角百福道４號","CO-ED","男女","WHOLE DAY","全日","EASTERN","東區","AIDED","資助","PRIMARY","小學","25615822","25615822","25615800","25615800","http://www.cmsth.edu.hk","http://www.cmsth.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","579556000123","579556000123","816867.0","839182.0","22.29071","114.20515","2019-10-29 04:16:03"
"tvLjGW1DXe","Aided Primary Schools","KOWLOON TONG BISHOP WALSH CATHOLIC SCHOOL","39 INVERNESS ROAD KOWLOON","資助小學","九龍塘天主教華德學校","九龍延文禮士道３９號","CO-ED","男女","WHOLE DAY","全日","KOWLOON CITY","九龍城區","AIDED","資助","PRIMARY","小學","23373768","23373768","23373776","23373776","http://www.ktbwcs.edu.hk","http://www.ktbwcs.edu.hk","CATHOLICISM","天主教","579548000123","579548000123","821716.0","837233.0","22.3345","114.18624","2019-10-29 04:16:03"
"GlvDbmMcv4","Aided Primary Schools","SHA TIN WAI DR. CATHERINE F. WOO MEMORIAL SCHOOL","2 JAT MIN CHUEN STREET SHATIN NEW TERRITORIES","資助小學","沙田圍胡素貞博士紀念學校","新界沙田乙明邨街２號","CO-ED","男女","WHOLE DAY","全日","SHA TIN","沙田區","AIDED","資助","PRIMARY","小學","26869891","26869891","26869969","26869969","http://www.stwdcfwms.edu.hk","http://www.stwdcfwms.edu.hk","NOT APPLICABLE","不適用","579220000123","579220000123","826262.0","837735.0","22.37555","114.19112","2019-10-29 04:16:03"
"ZCcSqrQHdT","Aided Primary Schools","SI YUAN SCHOOL OF THE PRECIOUS BLOOD","2 SHING MUN ROAD TSUEN WAN NEW TERRITORIES","資助小學","寶血會思源學校","新界荃灣城門道２號","CO-ED","男女","WHOLE DAY","全日","TSUEN WAN","荃灣區","AIDED","資助","PRIMARY","小學","35906061","35906061","35906064","35906064","http://www.sys.edu.hk","http://www.sys.edu.hk","CATHOLICISM","天主教","575526000123","575526000123","825711.0","830671.0","22.37057","114.12253","2019-10-29 04:16:02"
"P7Zxm3H5BT","Aided Primary Schools","JORDAN VALLEY ST. JOSEPH'S CATHOLIC PRIMARY SCHOOL","80 CHOI HA ROAD KOWLOON","資助小學","佐敦谷聖若瑟天主教小學","九龍彩霞道８０號","CO-ED","男女","WHOLE DAY","全日","KWUN TONG","觀塘區","AIDED","資助","PRIMARY","小學","23050061","23050061","23053005","23053005","http://www.jvsj.edu.hk","http://www.jvsj.edu.hk","CATHOLICISM","天主教","575615000123","575615000123","821069.0","840076.0","22.32865","114.21384","2019-10-29 04:16:02"
"FMd88SqEGk","Aided Primary Schools","MARYKNOLL FATHERS' SCHOOL (PRIMARY SECTION)","11 HOI LAI STREET SHAM SHUI PO KOWLOON","資助小學","瑪利諾神父教會學校（小學部）","九龍深水埗海麗街１１號","CO-ED","男女","WHOLE DAY","全日","SHAM SHUI PO","深水埗區","AIDED","資助","PRIMARY","小學","27788235,27788290","27788235,27788290","27761744","27761744","http://www.mfsp.edu.hk","http://www.mfsp.edu.hk","CATHOLICISM","天主教","575534000123","575534000123","821377.0","833067.0","22.33143","114.1458","2019-10-29 04:16:02"
"BcrFAuFLIm","Aided Primary Schools","SHAM TSENG CATHOLIC PRIMARY SCHOOL","37 CASTLE PEAK ROAD SHAM TSENG TSUEN WAN NEW TERRITORIES","資助小學","深井天主教小學","新界荃灣青山公路深井段３７號","CO-ED","男女","WHOLE DAY","全日","TSUEN WAN","荃灣區","AIDED","資助","PRIMARY","小學","24903912","24903912","24903913","24903913","http://www.stcpri.edu.hk","http://www.stcpri.edu.hk","CATHOLICISM","天主教","575607000123","575607000123","825371.0","824279.0","22.36746","114.06047","2019-10-29 04:16:02"
"FLXMLM1Cox","Aided Primary Schools","FUNG KAI INNOVATIVE SCHOOL","19A JOCKEY CLUB ROAD SHEUNG SHUI NEW TERRITORIES","資助小學","鳳溪創新小學","新界上水馬會道１９Ａ號","CO-ED","男女","WHOLE DAY","全日","NORTH","北區","AIDED","資助","PRIMARY","小學","26392201","26392201","26727090","26727090","http://www.fkis.edu.hk","http://www.fkis.edu.hk","NOT APPLICABLE","不適用","566462000123","566462000123","841252.0","831255.0","22.51091","114.12815","2019-10-29 04:16:02"
"ANh6duFpUv","Aided Primary Schools","BUDDHIST CHAN WING KAN MEMORIAL SCHOOL","23 LAM HAU TSUEN ROAD, MA TIN, YUEN LONG, N.T.","資助小學","佛教陳榮根紀念學校","新界元朗馬田欖口村路２３號","CO-ED","男女","WHOLE DAY","全日","YUEN LONG","元朗區","AIDED","資助","PRIMARY","小學","24753663","24753663","24753991","24753991","http://www.bcwkms.edu.hk","http://www.bcwkms.edu.hk","BUDDHISM","佛教","572357000123","572357000123","833161.0","820103.0","22.43778","114.01984","2019-10-29 04:16:02"
"XnSQrVschM","Aided Primary Schools","ST. EUGENE DE MAZENOD OBLATE PRIMARY SCHOOL","24 TIN KWONG ROAD TOKWAWAN KOWLOON","資助小學","獻主會聖馬善樂小學","九龍土瓜灣天光道２４號","CO-ED","男女","WHOLE DAY","全日","KOWLOON CITY","九龍城區","AIDED","資助","PRIMARY","小學","27151011","27151011","27151012","27151012","http://www.semops.edu.hk","http://www.semops.edu.hk","CATHOLICISM","天主教","569631000123","569631000123","820093.0","837213.0","22.31984","114.18605","2019-10-29 04:16:02"
"BUjWC9HV6o","Aided Primary Schools","THE SALVATION ARMY CENTALINE CHARITY FUND SCHOOL","9 WAH HA STREET CHAI WAN HONG KONG","資助小學","救世軍中原慈善基金學校","香港柴灣華廈街九號","CO-ED","男女","WHOLE DAY","全日","EASTERN","東區","AIDED","資助","PRIMARY","小學","25562292","25562292","25562722","25562722","http://www.saccf.edu.hk","http://www.saccf.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","572365000123","572365000123","813692.0","842514.0","22.26203","114.23747","2019-10-29 04:16:02"
"O3gnWHP55o","Aided Primary Schools","CHRISTIAN ALLIANCE TOI SHAN H. C. CHAN PRIMARY SCHOOL OF THE KOWLOON TONG CHURCH OF THE CHINESE CHRISTIAN AND MISSIONARY ALLIANCE, HONG KONG","CHUNG ON ESTATE, MA ON SHAN, SHATIN, NEW TERRITORIES","資助小學","香港九龍塘基督教中華宣道會台山陳元喜小學","新界沙田馬鞍山頌安邨","CO-ED","男女","WHOLE DAY","全日","SHA TIN","沙田區","AIDED","資助","PRIMARY","小學","26339277","26339277","26339080","26339080","http://www.catshcc.edu.hk","http://www.catshcc.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","571962000123","571962000123","831236.0","841316.0","22.42046","114.22591","2019-10-29 04:16:02"
"u5kLBJzw0B","Aided Primary Schools","TAOIST CHING CHUNG PRIMARY SCHOOL (WU KING ESTATE)","ESTATE PRIMARY SCHOOL NO 1 PHASE 1 WU KING ESTATE AREA 28 TUEN MUN NEW TERRITORIES","資助小學","道教青松小學（湖景邨）","新界屯門第２８區湖景邨第一期屋邨小學第１號校舍","CO-ED","男女","WHOLE DAY","全日","TUEN MUN","屯門區","AIDED","資助","PRIMARY","小學","24652881","24652881","24656863","24656863","http://www.tccpswke.edu.hk","http://www.tccpswke.edu.hk","TAOISM","道教","575500000123","575500000123","826160.0","814473.0","22.37449","113.96525","2019-10-29 04:16:02"
"pDfFVJwp1b","Aided Primary Schools","ABERDEEN ST PETER'S CATHOLIC PRIMARY SCHOOL","SHEK PAI WAN ESTATE HONG KONG","資助小學","香港仔聖伯多祿天主教小學","香港石排灣邨","CO-ED","男女","WHOLE DAY","全日","SOUTHERN","南區","AIDED","資助","PRIMARY","小學","28735101","28735101","28735100","28735100","http://www.aspcps.edu.hk","http://www.aspcps.edu.hk","CATHOLICISM","天主教","560529000123","560529000123","812440.0","834299.0","22.25073","114.15777","2019-10-29 04:16:01"
"N58UvzpuyT","Aided Primary Schools","TSEUNG KWAN O METHODIST PRIMARY SCHOOL","15 TONG CHUN STREET, TSEUNG KWAN O NEW TERRITORIES","資助小學","將軍澳循道衛理小學","新界將軍澳唐俊街１５號","CO-ED","男女","WHOLE DAY","全日","SAI KUNG","西貢區","AIDED","資助","PRIMARY","小學","27060770","27060770","27062207","27062207","http://www.tkomps.edu.hk","http://www.tkomps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","556483000123","556483000123","818485.0","845023.0","22.3053","114.26184","2019-10-29 04:16:01"
"vJL7xgkm31","Aided Primary Schools","S.K.H. TSEUNG KWAN O KEI TAK PRIMARY SCHOOL","82 PO HONG ROAD TSEUNG KWAN O NEW TERRITORIES.","資助小學","聖公會將軍澳基德小學","新界將軍澳寶康路８２號","CO-ED","男女","WHOLE DAY","全日","SAI KUNG","西貢區","AIDED","資助","PRIMARY","小學","23206066","23206066","21911551","21911551","http://www.tkokt.edu.hk","http://www.tkokt.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","558672000123","558672000123","820515.0","843982.0","22.32364","114.25175","2019-10-29 04:16:01"
"6hpIQPQxHN","Aided Primary Schools","S.K.H. YAUTONG KEI HIN PRIMARY SCHOOL","23 YAU TONG ROAD YAU TONG KOWLOON","資助小學","聖公會油塘基顯小學","九龍油塘油塘道２３號","CO-ED","男女","WHOLE DAY","全日","KWUN TONG","觀塘區","AIDED","資助","PRIMARY","小學","27570322","27570322","27170029","27170029","http://www.skhykh.edu.hk","http://www.skhykh.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","560430000123","560430000123","817903.0","842289.0","22.30005","114.23531","2019-10-29 04:16:01"
"YaZ9tcwkjv","Aided Primary Schools","THE CHURCH OF CHRIST IN CHINA KEI WA PRIMARY SCHOOL (KOWLOON TONG)","1B OXFORD ROAD KOWLOON TONG KOWLOON","資助小學","中華基督教會基華小學（九龍塘）","九龍九龍塘牛津道ｌ號Ｂ","CO-ED","男女","WHOLE DAY","全日","KOWLOON CITY","九龍城區","AIDED","資助","PRIMARY","小學","22676676","22676676","23360665","23360665","http://www.kwpskt.edu.hk","http://www.kwpskt.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","560642000123","560642000123","821180.0","836635.0","22.32966","114.18044","2019-10-29 04:16:01"
"3xTU3XNRbI","Aided Primary Schools","THE CHURCH OF CHRIST IN CHINA WANCHAI CHURCH KEI TO PRIMARY SCHOOL (KOWLOON CITY)","170 KAU PUI LUNG ROAD KOWLOON CITY KOWLOON","資助小學","中華基督教會灣仔堂基道小學（九龍城）","九龍九龍城靠背壟道１７０號","CO-ED","男女","WHOLE DAY","全日","KOWLOON CITY","九龍城區","AIDED","資助","PRIMARY","小學","27147000","27147000","27147744","27147744","http://ktkc.edu.hk","http://ktkc.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","560634000123","560634000123","819613.0","837205.0","22.31551","114.18597","2019-10-29 04:16:01"
"UKNzjVEU3A","Aided Primary Schools","TUNG WAH GROUP OF HOSPITALS CHOW YIN SUM PRIMARY SCHOOL","8 TSING CHIN STREET TSING YI NEW TERRITORIES","資助小學","東華三院周演森小學","新界青衣青芊街８號","CO-ED","男女","WHOLE DAY","全日","KWAI TSING","葵青區","AIDED","資助","PRIMARY","小學","24331081","24331081","24331091","24331091","http://twghscysps.edu.hk","http://twghscysps.edu.hk","NOT APPLICABLE","不適用","560685000123","560685000123","823302.0","828597.0","22.3488","114.1024","2019-10-29 04:16:01"
"SD0vBzJZTN","Aided Primary Schools","THE CHURCH OF CHRIST IN CHINA KEI FAAT PRIMARY SCHOOL (YAU TONG)","25 YAU TONG ROAD YAU TONG KOWLOON","資助小學","中華基督教會基法小學（油塘）","九龍油塘油塘道２５號","CO-ED","男女","WHOLE DAY","全日","KWUN TONG","觀塘區","AIDED","資助","PRIMARY","小學","23895458","23895458","23424459","23424459","http://www.kfps.edu.hk","http://www.kfps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","560448000123","560448000123","817867.0","842156.0","22.29973","114.23402","2019-10-29 04:16:01"
"x7UmEmueAf","Aided Primary Schools","KWONG MING YING LOI SCHOOL","12 YUEN CHING ROAD YUEN LONG NEW TERRITORIES","資助小學","光明英來學校","新界元朗元政路１２號","CO-ED","男女","WHOLE DAY","全日","YUEN LONG","元朗區","AIDED","資助","PRIMARY","小學","24762610","24762610","24739829","24739829","http://www.kmyls.edu.hk","http://www.kmyls.edu.hk","NOT APPLICABLE","不適用","554685000123","554685000123","833699.0","822018.0","22.44265","114.03844","2019-10-29 04:16:01"
"oK7d5JCFP5","Aided Primary Schools","THE CHURCH OF CHRIST IN CHINA KEI WAI PRIMARY SCHOOL (MA WAN)","12 PAK LAM ROAD MA WAN TSUEN WAN NEW TERRITORIES","資助小學","中華基督教會基慧小學（馬灣）","新界荃灣馬灣珀林路１２號","CO-ED","男女","WHOLE DAY","全日","TSUEN WAN","荃灣區","AIDED","資助","PRIMARY","小學","29863111","29863111","29863617","29863617","http://www.kwmwps.edu.hk","http://www.kwmwps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","550469000123","550469000123","823552.0","824182.0","22.35104","114.05954","2019-10-29 04:16:00"
"7Ob4DmhIdJ","Aided Primary Schools","HHCKLA BUDDHIST WISDOM PRIMARY SCHOOL","6 CHING SHING ROAD, SHEUNG SHUI, NEW TERRITORIES","資助小學","香海正覺蓮社佛教正慧小學","新界上水清城路６號","CO-ED","男女","WHOLE DAY","全日","NORTH","北區","AIDED","資助","PRIMARY","小學","26689088","26689088","26680278","26680278","http://www.wisdom.edu.hk","http://www.wisdom.edu.hk","BUDDHISM","佛教","550450000123","550450000123","839349.0","830838.0","22.49372","114.12411","2019-10-29 04:16:00"
"7ykkt5MZmN","Aided Primary Schools","S.K.H. ST. ANDREW'S PRIMARY SCHOOL","3 HOI LAI STREET SHAM SHUI PO KOWLOON","資助小學","聖公會聖安德烈小學","九龍深水埗海麗街３號","CO-ED","男女","WHOLE DAY","全日","SHAM SHUI PO","深水埗區","AIDED","資助","PRIMARY","小學","29591551","29591551","29596353","29596353","http://www.skhstandrews.edu.hk","http://www.skhstandrews.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","554650000123","554650000123","821302.0","833238.0","22.33076","114.14746","2019-10-29 04:16:00"
"J65tePvVcy","Aided Primary Schools","S.K.H. CHAI WAN ST. MICHAEL'S PRIMARY SCHOOL","380 CHAI WAN ROAD CHAI WAN HONG KONG","資助小學","聖公會柴灣聖米迦勒小學","香港柴灣柴灣道３８０號","CO-ED","男女","WHOLE DAY","全日","EASTERN","東區","AIDED","資助","PRIMARY","小學","31028101","31028101","31022023","31022023","http://www.skhcwsms.edu.hk","http://www.skhcwsms.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","554618000123","554618000123","814065.0","843122.0","22.26539","114.24337","2019-10-29 04:16:00"
"vkCMnHxThN","Aided Primary Schools","CHIU YANG POR YEN PRIMARY SCHOOL","55 TIN WAH ROAD, TIN SHUI WAI, NEW TERRITORIES","資助小學","潮陽百欣小學","新界天水圍天華路５５號","CO-ED","男女","WHOLE DAY","全日","YUEN LONG","元朗區","AIDED","資助","PRIMARY","小學","24451666","24451666","24487866","24487866","http://www.cypy.edu.hk","http://www.cypy.edu.hk","NOT APPLICABLE","不適用","554634000123","554634000123","835994.0","818705.0","22.46335","114.00623","2019-10-29 04:16:00"
"vsAgKVWGX4","Aided Primary Schools","SALESIAN YIP HON MILLENNIUM PRIMARY SCHOOL","9 SHEK PAI STREET KWAI CHUNG NEW TERRITORIES","資助小學","慈幼葉漢千禧小學","新界葵涌石排街９號","CO-ED","男女","WHOLE DAY","全日","KWAI TSING","葵青區","AIDED","資助","PRIMARY","小學","24291177","24291177","24233616","24233616","http://www.syh.edu.hk","http://www.syh.edu.hk","CATHOLICISM","天主教","554669000123","554669000123","825013.0","832217.0","22.36427","114.13754","2019-10-29 04:16:00"
"yzZ67dM9PV","Aided Primary Schools","S.K.H. KEI FOOK PRIMARY SCHOOL","555 CHEUNG SHA WAN ROAD SHAM SHUI PO KOWLOON","資助小學","聖公會基福小學","九龍深水埗長沙灣道５５５號","CO-ED","男女","WHOLE DAY","全日","SHAM SHUI PO","深水埗區","AIDED","資助","PRIMARY","小學","23871121","23871121","23871131","23871131","http://www.keifook.edu.hk","http://www.keifook.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","554626000123","554626000123","821937.0","833933.0","22.33649","114.15421","2019-10-29 04:16:00"
"HFsadlEWGR","Aided Primary Schools","ST ANDREW'S CATHOLIC PRIMARY SCHOOL","30 CHUI LING ROAD TSEUNG KWAN O NEW TERRITORIES","資助小學","天主教聖安德肋小學","新界將軍澳翠嶺路３０號","CO-ED","男女","WHOLE DAY","全日","SAI KUNG","西貢區","AIDED","資助","PRIMARY","小學","22463313","22463313","22463535","22463535","http://www.sacps.edu.hk","http://www.sacps.edu.hk","CATHOLICISM","天主教","554600000123","554600000123","818372.0","843676.0","22.30428","114.24877","2019-10-29 04:16:00"
"hacgmXJTKH","Aided Primary Schools","TSANG MUI MILLENNIUM SCHOOL","1 CHING SHING ROAD SHEUNG SHUI NEW TERRITORIES","資助小學","曾梅千禧學校","新界上水清城路１號","CO-ED","男女","WHOLE DAY","全日","NORTH","北區","AIDED","資助","PRIMARY","小學","26703111","26703111","26707117","26707117","http://www.tmms.edu.hk","http://www.tmms.edu.hk","NOT APPLICABLE","不適用","554596000123","554596000123","839350.0","830954.0","22.49373","114.12523","2019-10-29 04:16:00"
"YOXhBOKSqA","Aided Primary Schools","AD&FD OF POK OI HOSPITAL MRS CHENG YAM ON MILLENNIUM SCHOOL","111 SO KWUN WAT ROAD TUEN MUN NEW TERRITORIES","資助小學","博愛醫院歷屆總理聯誼會鄭任安夫人千禧小學","新界屯門掃管笏路１１１號","CO-ED","男女","WHOLE DAY","全日","TUEN MUN","屯門區","AIDED","資助","PRIMARY","小學","24510088","24510088","24510022","24510022","http://www.mcyoms.edu.hk","http://www.mcyoms.edu.hk","NOT APPLICABLE","不適用","550426000123","550426000123","825873.0","818465.0","22.37195","114.00401","2019-10-29 04:16:00"
"O8otI2p17B","Aided Primary Schools","S.K.H. FUNG KEI MILLENNIUM PRIMARY SCHOOL","2 TAK TING STREET WHAMPOA GARDEN HUNG HOM KOWLOON","資助小學","聖公會奉基千禧小學","九龍紅磡黃埔花園德定街２號","CO-ED","男女","WHOLE DAY","全日","KOWLOON CITY","九龍城區","AIDED","資助","PRIMARY","小學","23627123,23627220","23627123,23627220","23637898","23637898","http://www.fkmps.edu.hk","http://www.fkmps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","540218000123","540218000123","818386.0","837750.0","22.30443","114.19126","2019-10-29 04:15:59"
"Sr5Ynh2M9B","Aided Primary Schools","CONSERVATIVE BAPTIST LUI MING CHOI PRIMARY SCHOOL","78 CHOI HA ROAD KOWLOON","資助小學","浸信宣道會呂明才小學","九龍彩霞道７８號","CO-ED","男女","WHOLE DAY","全日","KWUN TONG","觀塘區","AIDED","資助","PRIMARY","小學","27547024,27547050","27547024,27547050","23313417","23313417","http://www.lmc.edu.hk","http://www.lmc.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","511692000223","511692000223","821155.0","840155.0","22.32943","114.2146","2019-10-29 04:15:59"
"H4oo4KAuHf","Aided Primary Schools","HONG KONG TAOIST ASSOCIATION WUN TSUEN SCHOOL","ON SHIN ROAD UPPER NGAU TAU KOK ESTATE KOWLOON","資助小學","香港道教聯合會雲泉學校","九龍牛頭角上邨安善道","CO-ED","男女","WHOLE DAY","全日","KWUN TONG","觀塘區","AIDED","資助","PRIMARY","小學","27570854,27574880","27570854,27574880","23313420","23313420","http://www.hktawts.edu.hk","http://www.hktawts.edu.hk","TAOISM","道教","514519000123","514519000123","820054.0","840476.0","22.31948","114.21772","2019-10-29 04:15:59"
